NetType	NetName
cnv	SUPERPATHWAY_OF_PYRIMIDINE_RIBONUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS
cnv	UTP_AND_CTP__I_DE_NOVO__I__BIOSYNTHESIS
cnv	SUPERPATHWAY_OF_METHIONINE_DEGRADATION
cnv	PURINE_DEOXYRIBONUCLEOSIDES_SALVAGE
cnv	LEUCINE_DEGRADATION
cnv	PYRIMIDINE_DEOXYRIBONUCLEOTIDES_BIOSYNTHESIS_FROM_CTP
cnv	GUANOSINE_RIBONUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS
cnv	GLUCONEOGENESIS
cnv	ADENOSINE_DEOXYRIBONUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS
cnv	FATTY_ACID__BETA_-OXIDATION__PEROXISOME_
cnv	CHOLESTEROL_BIOSYNTHESIS_II__VIA_24,25-DIHYDROLANOSTEROL_
cnv	D-_I_MYO__I_-INOSITOL-5-PHOSPHATE_METABOLISM
cnv	PYRIMIDINE_DEOXYRIBONUCLEOTIDES__I_DE_NOVO__I__BIOSYNTHESIS
cnv	3-PHOSPHOINOSITIDE_DEGRADATION
cnv	TERMINAL__I_O__I_-GLYCANS_RESIDUES_MODIFICATION
cnv	NAD__I_DE_NOVO__I__BIOSYNTHESIS
cnv	TRNA_CHARGING
cnv	ALPHA6BETA4INTEGRIN
cnv	BDNF
cnv	CCR1
cnv	CCR7
cnv	CCR9
cnv	CD40
cnv	CXCR4
cnv	EGFR1
cnv	EPO
cnv	FAS
cnv	FLK2_FLT3
cnv	G-CSF
cnv	GDNF
cnv	GM-CSF
cnv	HEDGEHOG
cnv	ID
cnv	IFN-ALPHA
cnv	IFN-GAMMA
cnv	KITRECEPTOR
cnv	LEPTIN
cnv	M-CSF
cnv	NGF
cnv	NOTCH
cnv	TGF_BETA_RECEPTOR
cnv	TIE1_TEK
cnv	TNFSF1
cnv	TNFSF3
cnv	TNFSF8
cnv	TNFALPHA
cnv	TRAIL
cnv	THROMBOPOIETIN
cnv	WNT
cnv	BIOCARTA_AKAP95_PATHWAY
cnv	BIOCARTA_IL5_PATHWAY
cnv	BIOCARTA_ARAP_PATHWAY
cnv	BIOCARTA_IL2_PATHWAY
cnv	BIOCARTA_TALL1_PATHWAY
cnv	BIOCARTA_GPCR_PATHWAY
cnv	BIOCARTA_ARENRF2_PATHWAY
cnv	BIOCARTA_CACAM_PATHWAY
cnv	BIOCARTA_MYOSIN_PATHWAY
cnv	BIOCARTA_MPR_PATHWAY
cnv	BIOCARTA_AT1R_PATHWAY
cnv	BIOCARTA_IL12_PATHWAY
cnv	BIOCARTA_CHEMICAL_PATHWAY
cnv	BIOCARTA_CXCR4_PATHWAY
cnv	BIOCARTA_ALK_PATHWAY
cnv	BIOCARTA_TOB1_PATHWAY
cnv	BIOCARTA_IL4_PATHWAY
cnv	BIOCARTA_TCR_PATHWAY
cnv	BIOCARTA_GCR_PATHWAY
cnv	BIOCARTA_G2_PATHWAY
cnv	BIOCARTA_GRANULOCYTES_PATHWAY
cnv	BIOCARTA_NO1_PATHWAY
cnv	BIOCARTA_AKAPCENTROSOME_PATHWAY
cnv	BIOCARTA_PITX2_PATHWAY
cnv	BIOCARTA_NDKDYNAMIN_PATHWAY
cnv	BIOCARTA_EXTRINSIC_PATHWAY
cnv	BIOCARTA_SODD_PATHWAY
cnv	BIOCARTA_RANKL_PATHWAY
cnv	BIOCARTA_HDAC_PATHWAY
cnv	BIOCARTA_SPRY_PATHWAY
cnv	BIOCARTA_IGF1MTOR_PATHWAY
cnv	BIOCARTA_ERK5_PATHWAY
cnv	BIOCARTA_LEPTIN_PATHWAY
cnv	BIOCARTA_AGPCR_PATHWAY
cnv	BIOCARTA_PS1_PATHWAY
cnv	BIOCARTA_MTOR_PATHWAY
cnv	BIOCARTA_EGF_PATHWAY
cnv	BIOCARTA_RHO_PATHWAY
cnv	BIOCARTA_ACH_PATHWAY
cnv	BIOCARTA_CARM1_PATHWAY
cnv	BIOCARTA_VIP_PATHWAY
cnv	BIOCARTA_THELPER_PATHWAY
cnv	BIOCARTA_CTCF_PATHWAY
cnv	BIOCARTA_SARS_PATHWAY
cnv	BIOCARTA_AKT_PATHWAY
cnv	BIOCARTA_CTL_PATHWAY
cnv	BIOCARTA_RAS_PATHWAY
cnv	BIOCARTA_BAD_PATHWAY
cnv	BIOCARTA_CALCINEURIN_PATHWAY
cnv	BIOCARTA_CYTOKINE_PATHWAY
cnv	BIOCARTA_CREB_PATHWAY
cnv	BIOCARTA_MAPK_PATHWAY
cnv	BIOCARTA_ACE2_PATHWAY
cnv	BIOCARTA_PPARA_PATHWAY
cnv	BIOCARTA_VEGF_PATHWAY
cnv	BIOCARTA_EGFR_SMRTE_PATHWAY
cnv	BIOCARTA_TPO_PATHWAY
cnv	BIOCARTA_CDC42RAC_PATHWAY
cnv	BIOCARTA_MTA3_PATHWAY
cnv	BIOCARTA_ARF_PATHWAY
cnv	BIOCARTA_P35ALZHEIMERS_PATHWAY
cnv	BIOCARTA_TEL_PATHWAY
cnv	BIOCARTA_EIF_PATHWAY
cnv	BIOCARTA_RAC1_PATHWAY
cnv	BIOCARTA_CASPASE_PATHWAY
cnv	BIOCARTA_CELLCYCLE_PATHWAY
cnv	BIOCARTA_LYM_PATHWAY
cnv	BIOCARTA_TRKA_PATHWAY
cnv	BIOCARTA_AHSP_PATHWAY
cnv	BIOCARTA_SHH_PATHWAY
cnv	BIOCARTA_TNFR1_PATHWAY
cnv	BIOCARTA_VDR_PATHWAY
cnv	BIOCARTA_CELL2CELL_PATHWAY
cnv	BIOCARTA_KERATINOCYTE_PATHWAY
cnv	BIOCARTA_EPHA4_PATHWAY
cnv	BIOCARTA_RB_PATHWAY
cnv	BIOCARTA_41BB_PATHWAY
cnv	BIOCARTA_BCELLSURVIVAL_PATHWAY
cnv	BIOCARTA_PLCE_PATHWAY
cnv	BIOCARTA_CERAMIDE_PATHWAY
cnv	BIOCARTA_WNT_PATHWAY
cnv	BIOCARTA_BARRESTIN_SRC_PATHWAY
cnv	BIOCARTA_CDMAC_PATHWAY
cnv	BIOCARTA_P53HYPOXIA_PATHWAY
cnv	BIOCARTA_NOS1_PATHWAY
cnv	BIOCARTA_MAL_PATHWAY
cnv	BIOCARTA_CLASSIC_PATHWAY
cnv	BIOCARTA_MCALPAIN_PATHWAY
cnv	BIOCARTA_SKP2E2F_PATHWAY
cnv	BIOCARTA_PYK2_PATHWAY
cnv	BIOCARTA_SRCRPTP_PATHWAY
cnv	BIOCARTA_P38MAPK_PATHWAY
cnv	BIOCARTA_EIF4_PATHWAY
cnv	BIOCARTA_CK1_PATHWAY
cnv	BIOCARTA_FREE_PATHWAY
cnv	BIOCARTA_PTC1_PATHWAY
cnv	BIOCARTA_P27_PATHWAY
cnv	BIOCARTA_PGC1A_PATHWAY
cnv	BIOCARTA_PTDINS_PATHWAY
cnv	BIOCARTA_GLYCOLYSIS_PATHWAY
cnv	BIOCARTA_NUCLEARRS_PATHWAY
cnv	BIOCARTA_CBL_PATHWAY
cnv	BIOCARTA_RANMS_PATHWAY
cnv	BIOCARTA_CHREBP2_PATHWAY
cnv	BIOCARTA_DREAM_PATHWAY
cnv	BIOCARTA_RARRXR_PATHWAY
cnv	BIOCARTA_RELA_PATHWAY
cnv	BIOCARTA_ACTINY_PATHWAY
cnv	BIOCARTA_G1_PATHWAY
cnv	BIOCARTA_LONGEVITY_PATHWAY
cnv	BIOCARTA_SET_PATHWAY
cnv	BIOCARTA_ASBCELL_PATHWAY
cnv	BIOCARTA_EPONFKB_PATHWAY
cnv	BIOCARTA_NTHI_PATHWAY
cnv	BIOCARTA_CARDIACEGF_PATHWAY
cnv	BIOCARTA_IL17_PATHWAY
cnv	BIOCARTA_IL7_PATHWAY
cnv	BIOCARTA_NO2IL12_PATHWAY
cnv	BIOCARTA_ATM_PATHWAY
cnv	BIOCARTA_NKT_PATHWAY
cnv	BIOCARTA_PAR1_PATHWAY
cnv	BIOCARTA_MCM_PATHWAY
cnv	BIOCARTA_MITOCHONDRIA_PATHWAY
cnv	BIOCARTA_PARKIN_PATHWAY
cnv	BIOCARTA_BLYMPHOCYTE_PATHWAY
cnv	BIOCARTA_ATRBRCA_PATHWAY
cnv	BIOCARTA_STEM_PATHWAY
cnv	BIOCARTA_EPO_PATHWAY
cnv	BIOCARTA_IGF1_PATHWAY
cnv	BIOCARTA_IL10_PATHWAY
cnv	BIOCARTA_EIF2_PATHWAY
cnv	BIOCARTA_INTEGRIN_PATHWAY
cnv	BIOCARTA_CARM_ER_PATHWAY
cnv	BIOCARTA_PLATELETAPP_PATHWAY
cnv	BIOCARTA_INFLAM_PATHWAY
cnv	BIOCARTA_IL3_PATHWAY
cnv	BIOCARTA_PROTEASOME_PATHWAY
cnv	BIOCARTA_LECTIN_PATHWAY
cnv	BIOCARTA_HCMV_PATHWAY
cnv	BIOCARTA_ECM_PATHWAY
cnv	BIOCARTA_TGFB_PATHWAY
cnv	BIOCARTA_NGF_PATHWAY
cnv	BIOCARTA_CD40_PATHWAY
cnv	BIOCARTA_AGR_PATHWAY
cnv	BIOCARTA_GATA3_PATHWAY
cnv	BIOCARTA_MEF2D_PATHWAY
cnv	BIOCARTA_P53_PATHWAY
cnv	BIOCARTA_CCR3_PATHWAY
cnv	BIOCARTA_ERK_PATHWAY
cnv	BIOCARTA_BIOPEPTIDES_PATHWAY
cnv	BIOCARTA_DEATH_PATHWAY
cnv	BIOCARTA_HER2_PATHWAY
cnv	BIOCARTA_NKCELLS_PATHWAY
cnv	BIOCARTA_D4GDI_PATHWAY
cnv	BIOCARTA_ERYTH_PATHWAY
cnv	BIOCARTA_BCR_PATHWAY
cnv	BIOCARTA_DNAFRAGMENT_PATHWAY
cnv	BIOCARTA_STATHMIN_PATHWAY
cnv	BIOCARTA_IL6_PATHWAY
cnv	BIOCARTA_PDGF_PATHWAY
cnv	BIOCARTA_TH1TH2_PATHWAY
cnv	BIOCARTA_NFKB_PATHWAY
cnv	BIOCARTA_AMI_PATHWAY
cnv	BIOCARTA_STRESS_PATHWAY
cnv	BIOCARTA_ETC_PATHWAY
cnv	BIOCARTA_INSULIN_PATHWAY
cnv	BIOCARTA_RAB_PATHWAY
cnv	BIOCARTA_NFAT_PATHWAY
cnv	BIOCARTA_UCALPAIN_PATHWAY
cnv	BIOCARTA_IL2RB_PATHWAY
cnv	BIOCARTA_GH_PATHWAY
cnv	BIOCARTA_CTLA4_PATHWAY
cnv	BIOCARTA_MONOCYTE_PATHWAY
cnv	BIOCARTA_IGF1R_PATHWAY
cnv	BIOCARTA_INTRINSIC_PATHWAY
cnv	BIOCARTA_FMLP_PATHWAY
cnv	BIOCARTA_FAS_PATHWAY
cnv	BIOCARTA_HSP27_PATHWAY
cnv	BIOCARTA_GSK3_PATHWAY
cnv	BIOCARTA_AKAP13_PATHWAY
cnv	BIOCARTA_CFTR_PATHWAY
cnv	BIOCARTA_EDG1_PATHWAY
cnv	BIOCARTA_PTEN_PATHWAY
cnv	BIOCARTA_SPPA_PATHWAY
cnv	BIOCARTA_FIBRINOLYSIS_PATHWAY
cnv	BIOCARTA_TFF_PATHWAY
cnv	BIOCARTA_TNFR2_PATHWAY
cnv	BIOCARTA_BARRESTIN_PATHWAY
cnv	BIOCARTA_IL22BP_PATHWAY
cnv	BIOCARTA_TCYTOTOXIC_PATHWAY
cnv	BIOCARTA_PML_PATHWAY
cnv	BIOCARTA_CSK_PATHWAY
cnv	BIOCARTA_ETS_PATHWAY
cnv	BIOCARTA_RACCYCD_PATHWAY
cnv	BIOCARTA_HIVNEF_PATHWAY
cnv	BIOCARTA_TOLL_PATHWAY
cnv	BIOCARTA_IL1R_PATHWAY
cnv	BIOCARTA_HIF_PATHWAY
cnv	BIOCARTA_MET_PATHWAY
cnv	BIOCARTA_COMP_PATHWAY
cnv	BIOCARTA_CCR5_PATHWAY
cnv	BIOCARTA_CDK5_PATHWAY
cnv	BIOCARTA_LAIR_PATHWAY
cnv	BIOCARTA_GLEEVEC_PATHWAY
cnv	BIOCARTA_BARR_MAPK_PATHWAY
cnv	BIOCARTA_GABA_PATHWAY
cnv	BIOCARTA_TID_PATHWAY
cnv	BIOCARTA_TCRA_PATHWAY
cnv	BIOCARTA_VITCB_PATHWAY
cnv	BIOCARTA_DC_PATHWAY
cnv	BIOCARTA_FCER1_PATHWAY
cnv	BIOCARTA_SALMONELLA_PATHWAY
cnv	SIG_CD40PATHWAYMAP
cnv	ST_P38_MAPK_PATHWAY
cnv	ST_GAQ_PATHWAY
cnv	ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS
cnv	ST_MYOCYTE_AD_PATHWAY
cnv	SA_B_CELL_RECEPTOR_COMPLEXES
cnv	SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES
cnv	SA_CASPASE_CASCADE
cnv	SA_PROGRAMMED_CELL_DEATH
cnv	SIG_CHEMOTAXIS
cnv	ST_T_CELL_SIGNAL_TRANSDUCTION
cnv	ST_INTEGRIN_SIGNALING_PATHWAY
cnv	ST_WNT_BETA_CATENIN_PATHWAY
cnv	ST_ERK1_ERK2_MAPK_PATHWAY
cnv	ST_JNK_MAPK_PATHWAY
cnv	ST_STAT3_PATHWAY
cnv	ST_TUMOR_NECROSIS_FACTOR_PATHWAY
cnv	SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES
cnv	SA_G1_AND_S_PHASES
cnv	ST_B_CELL_ANTIGEN_RECEPTOR
cnv	SA_REG_CASCADE_OF_CYCLIN_EXPR
cnv	SA_PTEN_PATHWAY
cnv	ST_WNT_CA2_CYCLIC_GMP_PATHWAY
cnv	ST_INTERLEUKIN_4_PATHWAY
cnv	SA_MMP_CYTOKINE_CONNECTION
cnv	ST_GRANULE_CELL_SURVIVAL_PATHWAY
cnv	ST_G_ALPHA_I_PATHWAY
cnv	ST_FAS_SIGNALING_PATHWAY
cnv	ST_GA13_PATHWAY
cnv	ST_GA12_PATHWAY
cnv	SIG_IL4RECEPTOR_IN_B_LYPHOCYTES
cnv	ST_ADRENERGIC
cnv	WNT_SIGNALING
cnv	SIG_BCR_SIGNALING_PATHWAY
cnv	ST_G_ALPHA_S_PATHWAY
cnv	SA_TRKA_RECEPTOR
cnv	SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES
cnv	SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES
cnv	ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY
cnv	FANCONI_ANEMIA_PATHWAY
cnv	FOXA2_AND_FOXA3_TRANSCRIPTION_FACTOR_NETWORKS
cnv	IL5-MEDIATED_SIGNALING_EVENTS
cnv	SYNDECAN-4-MEDIATED_SIGNALING_EVENTS
cnv	BCR_SIGNALING_PATHWAY
cnv	AURORA_B_SIGNALING
cnv	N-CADHERIN_SIGNALING_EVENTS
cnv	REGULATION_OF_TELOMERASE
cnv	TRK_RECEPTOR_SIGNALING_MEDIATED_BY_PI3K_AND_PLC-GAMMA
cnv	MTOR_SIGNALING_PATHWAY
cnv	ROLE_OF_CALCINEURIN-DEPENDENT_NFAT_SIGNALING_IN_LYMPHOCYTES
cnv	IL6-MEDIATED_SIGNALING_EVENTS
cnv	SIGNALING_EVENTS_MEDIATED_BY_THE_HEDGEHOG_FAMILY
cnv	SYNDECAN-3-MEDIATED_SIGNALING_EVENTS
cnv	ATYPICAL_NF-KAPPAB_PATHWAY
cnv	ARF1_PATHWAY
cnv	ATR_SIGNALING_PATHWAY
cnv	S1P3_PATHWAY
cnv	SHP2_SIGNALING
cnv	IL2_SIGNALING_EVENTS_MEDIATED_BY_PI3K
cnv	EPHA_FORWARD_SIGNALING
cnv	P38_MAPK_SIGNALING_PATHWAY
cnv	VEGFR1_SPECIFIC_SIGNALS
cnv	REELIN_SIGNALING_PATHWAY
cnv	IL3-MEDIATED_SIGNALING_EVENTS
cnv	ARF6_TRAFFICKING_EVENTS
cnv	INTEGRIN_FAMILY_CELL_SURFACE_INTERACTIONS
cnv	CALCIUM_SIGNALING_IN_THE_CD4plus_TCR_PATHWAY
cnv	VEGFR3_SIGNALING_IN_LYMPHATIC_ENDOTHELIUM
cnv	GMCSF-MEDIATED_SIGNALING_EVENTS
cnv	RAC1_SIGNALING_PATHWAY
cnv	EPHA2_FORWARD_SIGNALING
cnv	ALPHA9_BETA1_INTEGRIN_SIGNALING_EVENTS
cnv	NETRIN-MEDIATED_SIGNALING_EVENTS
cnv	CANONICAL_NF-KAPPAB_PATHWAY
cnv	VALIDATED_TARGETS_OF_C-MYC_TRANSCRIPTIONAL_REPRESSION
cnv	NONGENOTROPIC_ANDROGEN_SIGNALING
cnv	FAS__CD95__SIGNALING_PATHWAY
cnv	ALPHA-SYNUCLEIN_SIGNALING
cnv	DNA-PK_PATHWAY_IN_NONHOMOLOGOUS_END_JOINING
cnv	SIGNALING_EVENTS_MEDIATED_BY_VEGFR1_AND_VEGFR2
cnv	SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_III
cnv	ALPHA4_BETA1_INTEGRIN_SIGNALING_EVENTS
cnv	P75_NTR_-MEDIATED_SIGNALING
cnv	WNT_SIGNALING_NETWORK
cnv	TRK_RECEPTOR_SIGNALING_MEDIATED_BY_THE_MAPK_PATHWAY
cnv	ARF6_DOWNSTREAM_PATHWAY
cnv	SIGNALING_EVENTS_REGULATED_BY_RET_TYROSINE_KINASE
cnv	NECTIN_ADHESION_PATHWAY
cnv	STABILIZATION_AND_EXPANSION_OF_THE_E-CADHERIN_ADHERENS_JUNCTION
cnv	IGF1_PATHWAY
cnv	SIGNALING_EVENTS_MEDIATED_BY_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR__C-MET_
cnv	ATM_PATHWAY
cnv	LPA_RECEPTOR_MEDIATED_EVENTS
cnv	RXR_AND_RAR_HETERODIMERIZATION_WITH_OTHER_NUCLEAR_RECEPTOR
cnv	NOTCH_SIGNALING_PATHWAY
cnv	DIRECT_P53_EFFECTORS
cnv	BETA5_BETA6_BETA7_AND_BETA8_INTEGRIN_CELL_SURFACE_INTERACTIONS
cnv	POSTTRANSLATIONAL_REGULATION_OF_ADHERENS_JUNCTION_STABILITY_AND_DISSASSEMBLY
cnv	VALIDATED_NUCLEAR_ESTROGEN_RECEPTOR_ALPHA_NETWORK
cnv	ERBB1_DOWNSTREAM_SIGNALING
cnv	VISUAL_SIGNAL_TRANSDUCTION:_RODS
cnv	INTERNALIZATION_OF_ERBB1
cnv	CDC42_SIGNALING_EVENTS
cnv	REGULATION_OF_CYTOPLASMIC_AND_NUCLEAR_SMAD2_3_SIGNALING
cnv	OSTEOPONTIN-MEDIATED_EVENTS
cnv	NOTCH-MEDIATED_HES_HEY_NETWORK
cnv	INTEGRINS_IN_ANGIOGENESIS
cnv	ENDOTHELINS
cnv	CXCR4-MEDIATED_SIGNALING_EVENTS
cnv	PDGFR-ALPHA_SIGNALING_PATHWAY
cnv	REGULATION_OF_P38-ALPHA_AND_P38-BETA
cnv	PAR4-MEDIATED_THROMBIN_SIGNALING_EVENTS
cnv	BETA2_INTEGRIN_CELL_SURFACE_INTERACTIONS
cnv	REGULATION_OF_NUCLEAR_BETA_CATENIN_SIGNALING_AND_TARGET_GENE_TRANSCRIPTION
cnv	PDGFR-BETA_SIGNALING_PATHWAY
cnv	S1P4_PATHWAY
cnv	JNK_SIGNALING_IN_THE_CD4plus_TCR_PATHWAY
cnv	DOWNSTREAM_SIGNALING_IN_NAXVE_CD8plus_T_CELLS
cnv	PLK1_SIGNALING_EVENTS
cnv	REGULATION_OF_CDC42_ACTIVITY
cnv	FC-EPSILON_RECEPTOR_I_SIGNALING_IN_MAST_CELLS
cnv	BETA1_INTEGRIN_CELL_SURFACE_INTERACTIONS
cnv	NONCANONICAL_WNT_SIGNALING_PATHWAY
cnv	CXCR3-MEDIATED_SIGNALING_EVENTS
cnv	NEUROTROPHIC_FACTOR-MEDIATED_TRK_RECEPTOR_SIGNALING
cnv	CELLULAR_ROLES_OF_ANTHRAX_TOXIN
cnv	SIGNALING_EVENTS_MEDIATED_BY_TCPTP
cnv	INSULIN-MEDIATED_GLUCOSE_TRANSPORT
cnv	RAS_SIGNALING_IN_THE_CD4plus_TCR_PATHWAY
cnv	COREGULATION_OF_ANDROGEN_RECEPTOR_ACTIVITY
cnv	VISUAL_SIGNAL_TRANSDUCTION:_CONES
cnv	THROMBOXANE_A2_RECEPTOR_SIGNALING
cnv	ALK2_SIGNALING_EVENTS
cnv	A6B1_AND_A6B4_INTEGRIN_SIGNALING
cnv	P38_SIGNALING_MEDIATED_BY_MAPKAP_KINASES
cnv	IL4-MEDIATED_SIGNALING_EVENTS
cnv	SIGNALING_MEDIATED_BY_P38-ALPHA_AND_P38-BETA
cnv	TGF-BETA_RECEPTOR_SIGNALING
cnv	VALIDATED_TRANSCRIPTIONAL_TARGETS_OF_AP1_FAMILY_MEMBERS_FRA1_AND_FRA2
cnv	SYNDECAN-1-MEDIATED_SIGNALING_EVENTS
cnv	IFN-GAMMA_PATHWAY
cnv	SYNDECAN-2-MEDIATED_SIGNALING_EVENTS
cnv	TCR_SIGNALING_IN_NAXVE_CD8plus_T_CELLS
cnv	TRAIL_SIGNALING_PATHWAY
cnv	VALIDATED_NUCLEAR_ESTROGEN_RECEPTOR_BETA_NETWORK
cnv	SUMOYLATION_BY_RANBP2_REGULATES_TRANSCRIPTIONAL_REPRESSION
cnv	CASPASE_CASCADE_IN_APOPTOSIS
cnv	S1P2_PATHWAY
cnv	IL12-MEDIATED_SIGNALING_EVENTS
cnv	SPHINGOSINE_1-PHOSPHATE__S1P__PATHWAY
cnv	RHOA_SIGNALING_PATHWAY
cnv	VALIDATED_TARGETS_OF_C-MYC_TRANSCRIPTIONAL_ACTIVATION
cnv	C-MYB_TRANSCRIPTION_FACTOR_NETWORK
cnv	CD40_CD40L_SIGNALING
cnv	REGULATION_OF_RAS_FAMILY_ACTIVATION
cnv	IL2_SIGNALING_EVENTS_MEDIATED_BY_STAT5
cnv	FOXO_FAMILY_SIGNALING
cnv	SIGNALING_EVENTS_MEDIATED_BY_HDAC_CLASS_II
cnv	CIRCADIAN_RHYTHM_PATHWAY
cnv	P73_TRANSCRIPTION_FACTOR_NETWORK
cnv	CANONICAL_WNT_SIGNALING_PATHWAY
cnv	BMP_RECEPTOR_SIGNALING
cnv	GLUCOCORTICOID_RECEPTOR_REGULATORY_NETWORK
cnv	VALIDATED_TRANSCRIPTIONAL_TARGETS_OF_TAP63_ISOFORMS
cnv	REGULATION_OF_ANDROGEN_RECEPTOR_ACTIVITY
cnv	BETA3_INTEGRIN_CELL_SURFACE_INTERACTIONS
cnv	DEGRADATION_OF_BETA_CATENIN
cnv	S1P1_PATHWAY
cnv	AP-1_TRANSCRIPTION_FACTOR_NETWORK
cnv	REGULATION_OF_RHOA_ACTIVITY
cnv	AURORA_A_SIGNALING
cnv	INSULIN_PATHWAY
cnv	RETINOIC_ACID_RECEPTORS-MEDIATED_SIGNALING
cnv	IL1-MEDIATED_SIGNALING_EVENTS
cnv	LKB1_SIGNALING_EVENTS
cnv	E2F_TRANSCRIPTION_FACTOR_NETWORK
cnv	IL23-MEDIATED_SIGNALING_EVENTS
cnv	HYPOXIC_AND_OXYGEN_HOMEOSTASIS_REGULATION_OF_HIF-1-ALPHA
cnv	EPO_SIGNALING_PATHWAY
cnv	HIF-1-ALPHA_TRANSCRIPTION_FACTOR_NETWORK
cnv	LPA4-MEDIATED_SIGNALING_EVENTS
cnv	NEPHRIN_NEPH1_SIGNALING_IN_THE_KIDNEY_PODOCYTE
cnv	ARF6_SIGNALING_EVENTS
cnv	PAR1-MEDIATED_THROMBIN_SIGNALING_EVENTS
cnv	E-CADHERIN_SIGNALING_IN_THE_NASCENT_ADHERENS_JUNCTION
cnv	ALK1_SIGNALING_EVENTS
cnv	PRESENILIN_ACTION_IN_NOTCH_AND_WNT_SIGNALING
cnv	CLASS_I_PI3K_SIGNALING_EVENTS
cnv	PLEXIN-D1_SIGNALING
cnv	IL27-MEDIATED_SIGNALING_EVENTS
cnv	E-CADHERIN_SIGNALING_IN_KERATINOCYTES
cnv	SIGNALING_EVENTS_MEDIATED_BY_PRL
